,Year,State,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
3852,2020,DELAWARE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,58.74,"TRUMP, DONALD J.",REPUBLICAN,39.77,Real GDP,Trump,Donald Trump,2017-2021,7.33,1.83
3858,2020,DELAWARE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,58.74,"TRUMP, DONALD J.",REPUBLICAN,39.77,Real GDP,Biden,Joe Biden,2021-2023,4.5,2.23
3864,2020,DISTRICT OF COLUMBIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,92.15,"TRUMP, DONALD J.",REPUBLICAN,5.4,Real GDP,Obama 1,Barack Obama,2009-2013,7.31,1.79
3870,2020,DISTRICT OF COLUMBIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,92.15,"TRUMP, DONALD J.",REPUBLICAN,5.4,Real GDP,Obama 2,Barack Obama,2013-2017,8.22,2.0
3876,2020,DISTRICT OF COLUMBIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,92.15,"TRUMP, DONALD J.",REPUBLICAN,5.4,Real GDP,Trump,Donald Trump,2017-2021,6.58,1.62
3882,2020,DISTRICT OF COLUMBIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,92.15,"TRUMP, DONALD J.",REPUBLICAN,5.4,Real GDP,Biden,Joe Biden,2021-2023,2.01,1.0
3888,2020,FLORIDA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,47.86,Real GDP,Obama 1,Barack Obama,2009-2013,4.72,1.17
3894,2020,FLORIDA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,47.86,Real GDP,Obama 2,Barack Obama,2013-2017,15.3,3.63
3900,2020,FLORIDA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,47.86,Real GDP,Trump,Donald Trump,2017-2021,15.34,3.7
3906,2020,FLORIDA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,47.86,Real GDP,Biden,Joe Biden,2021-2023,10.44,5.1
3912,2020,GEORGIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.47,"TRUMP, DONALD J.",REPUBLICAN,49.24,Real GDP,Obama 1,Barack Obama,2009-2013,7.73,1.88
3918,2020,GEORGIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.47,"TRUMP, DONALD J.",REPUBLICAN,49.24,Real GDP,Obama 2,Barack Obama,2013-2017,16.73,3.94
3924,2020,GEORGIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.47,"TRUMP, DONALD J.",REPUBLICAN,49.24,Real GDP,Trump,Donald Trump,2017-2021,10.19,2.51
3930,2020,GEORGIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.47,"TRUMP, DONALD J.",REPUBLICAN,49.24,Real GDP,Biden,Joe Biden,2021-2023,5.47,2.7
3936,2020,HAWAII,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.15,"TRUMP, DONALD J.",REPUBLICAN,33.95,Real GDP,Obama 1,Barack Obama,2009-2013,8.66,2.1
3942,2020,HAWAII,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.15,"TRUMP, DONALD J.",REPUBLICAN,33.95,Real GDP,Obama 2,Barack Obama,2013-2017,8.57,2.08
3948,2020,HAWAII,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.15,"TRUMP, DONALD J.",REPUBLICAN,33.95,Real GDP,Trump,Donald Trump,2017-2021,-3.46,-0.7
3954,2020,HAWAII,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.15,"TRUMP, DONALD J.",REPUBLICAN,33.95,Real GDP,Biden,Joe Biden,2021-2023,4.98,2.46
3960,2020,IDAHO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,63.84,"BIDEN, JOSEPH R. JR",DEMOCRAT,33.07,Real GDP,Obama 1,Barack Obama,2009-2013,5.7,1.42
3966,2020,IDAHO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,63.84,"BIDEN, JOSEPH R. JR",DEMOCRAT,33.07,Real GDP,Obama 2,Barack Obama,2013-2017,12.61,3.02
3972,2020,IDAHO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,63.84,"BIDEN, JOSEPH R. JR",DEMOCRAT,33.07,Real GDP,Trump,Donald Trump,2017-2021,21.98,5.12
3978,2020,IDAHO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,63.84,"BIDEN, JOSEPH R. JR",DEMOCRAT,33.07,Real GDP,Biden,Joe Biden,2021-2023,7.79,3.82
3984,2020,ILLINOIS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.54,"TRUMP, DONALD J.",REPUBLICAN,40.55,Real GDP,Obama 1,Barack Obama,2009-2013,7.38,1.8
3990,2020,ILLINOIS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.54,"TRUMP, DONALD J.",REPUBLICAN,40.55,Real GDP,Obama 2,Barack Obama,2013-2017,4.7,1.16
3996,2020,ILLINOIS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.54,"TRUMP, DONALD J.",REPUBLICAN,40.55,Real GDP,Trump,Donald Trump,2017-2021,2.77,0.77
4002,2020,ILLINOIS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.54,"TRUMP, DONALD J.",REPUBLICAN,40.55,Real GDP,Biden,Joe Biden,2021-2023,3.48,1.73
4008,2020,INDIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.02,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.96,Real GDP,Obama 1,Barack Obama,2009-2013,11.15,2.71
4014,2020,INDIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.02,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.96,Real GDP,Obama 2,Barack Obama,2013-2017,7.3,1.79
4020,2020,INDIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.02,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.96,Real GDP,Trump,Donald Trump,2017-2021,8.28,2.08
4026,2020,INDIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.02,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.96,Real GDP,Biden,Joe Biden,2021-2023,4.43,2.2
4032,2020,IOWA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,44.65,Real GDP,Obama 1,Barack Obama,2009-2013,9.14,2.22
4038,2020,IOWA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,44.65,Real GDP,Obama 2,Barack Obama,2013-2017,9.39,2.29
4044,2020,IOWA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,44.65,Real GDP,Trump,Donald Trump,2017-2021,7.49,1.89
4050,2020,IOWA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,44.65,Real GDP,Biden,Joe Biden,2021-2023,0.45,0.22
4056,2020,KANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.21,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.56,Real GDP,Obama 1,Barack Obama,2009-2013,6.2,1.52
4062,2020,KANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.21,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.56,Real GDP,Obama 2,Barack Obama,2013-2017,10.33,2.49
4068,2020,KANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.21,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.56,Real GDP,Trump,Donald Trump,2017-2021,3.91,0.98
4074,2020,KANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.21,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.56,Real GDP,Biden,Joe Biden,2021-2023,6.37,3.14
4080,2020,KENTUCKY,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.15,Real GDP,Obama 1,Barack Obama,2009-2013,10.43,2.52
4086,2020,KENTUCKY,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.15,Real GDP,Obama 2,Barack Obama,2013-2017,3.49,0.86
4092,2020,KENTUCKY,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.15,Real GDP,Trump,Donald Trump,2017-2021,5.68,1.43
4098,2020,KENTUCKY,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.15,Real GDP,Biden,Joe Biden,2021-2023,4.32,2.14
4104,2020,LOUISIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.46,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.85,Real GDP,Obama 1,Barack Obama,2009-2013,-2.23,-0.5
4110,2020,LOUISIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.46,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.85,Real GDP,Obama 2,Barack Obama,2013-2017,1.42,0.37
4116,2020,LOUISIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.46,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.85,Real GDP,Trump,Donald Trump,2017-2021,-0.83,-0.12
4122,2020,LOUISIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.46,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.85,Real GDP,Biden,Joe Biden,2021-2023,4.53,2.28
4128,2020,MAINE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.53,"TRUMP, DONALD J.",REPUBLICAN,43.55,Real GDP,Obama 1,Barack Obama,2009-2013,0.41,0.11
4134,2020,MAINE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.53,"TRUMP, DONALD J.",REPUBLICAN,43.55,Real GDP,Obama 2,Barack Obama,2013-2017,6.76,1.65
4140,2020,MAINE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.53,"TRUMP, DONALD J.",REPUBLICAN,43.55,Real GDP,Trump,Donald Trump,2017-2021,12.92,3.1
4146,2020,MAINE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.53,"TRUMP, DONALD J.",REPUBLICAN,43.55,Real GDP,Biden,Joe Biden,2021-2023,5.7,2.81
4152,2020,MARYLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.36,"TRUMP, DONALD J.",REPUBLICAN,32.15,Real GDP,Obama 1,Barack Obama,2009-2013,8.43,2.06
4158,2020,MARYLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.36,"TRUMP, DONALD J.",REPUBLICAN,32.15,Real GDP,Obama 2,Barack Obama,2013-2017,9.62,2.33
4164,2020,MARYLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.36,"TRUMP, DONALD J.",REPUBLICAN,32.15,Real GDP,Trump,Donald Trump,2017-2021,1.81,0.49
4170,2020,MARYLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.36,"TRUMP, DONALD J.",REPUBLICAN,32.15,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
4176,2020,MASSACHUSETTS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.12,"TRUMP, DONALD J.",REPUBLICAN,31.91,Real GDP,Obama 1,Barack Obama,2009-2013,10.35,2.5
4182,2020,MASSACHUSETTS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.12,"TRUMP, DONALD J.",REPUBLICAN,31.91,Real GDP,Obama 2,Barack Obama,2013-2017,8.86,2.15
4188,2020,MASSACHUSETTS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.12,"TRUMP, DONALD J.",REPUBLICAN,31.91,Real GDP,Trump,Donald Trump,2017-2021,12.41,3.0
4194,2020,MASSACHUSETTS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.12,"TRUMP, DONALD J.",REPUBLICAN,31.91,Real GDP,Biden,Joe Biden,2021-2023,3.29,1.63
4200,2020,MICHIGAN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.62,"TRUMP, DONALD J.",REPUBLICAN,47.84,Real GDP,Obama 1,Barack Obama,2009-2013,13.57,3.24
4206,2020,MICHIGAN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.62,"TRUMP, DONALD J.",REPUBLICAN,47.84,Real GDP,Obama 2,Barack Obama,2013-2017,6.84,1.67
4212,2020,MICHIGAN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.62,"TRUMP, DONALD J.",REPUBLICAN,47.84,Real GDP,Trump,Donald Trump,2017-2021,5.0,1.28
4218,2020,MICHIGAN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.62,"TRUMP, DONALD J.",REPUBLICAN,47.84,Real GDP,Biden,Joe Biden,2021-2023,4.5,2.23
4224,2020,MINNESOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.4,"TRUMP, DONALD J.",REPUBLICAN,45.28,Real GDP,Obama 1,Barack Obama,2009-2013,11.08,2.66
4230,2020,MINNESOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.4,"TRUMP, DONALD J.",REPUBLICAN,45.28,Real GDP,Obama 2,Barack Obama,2013-2017,7.56,1.84
4236,2020,MINNESOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.4,"TRUMP, DONALD J.",REPUBLICAN,45.28,Real GDP,Trump,Donald Trump,2017-2021,6.55,1.65
4242,2020,MINNESOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.4,"TRUMP, DONALD J.",REPUBLICAN,45.28,Real GDP,Biden,Joe Biden,2021-2023,3.43,1.7
4248,2020,MISSISSIPPI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.6,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.06,Real GDP,Obama 1,Barack Obama,2009-2013,3.49,0.86
4254,2020,MISSISSIPPI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.6,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.06,Real GDP,Obama 2,Barack Obama,2013-2017,1.15,0.29
4260,2020,MISSISSIPPI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.6,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.06,Real GDP,Trump,Donald Trump,2017-2021,4.89,1.22
4266,2020,MISSISSIPPI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.6,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.06,Real GDP,Biden,Joe Biden,2021-2023,3.35,1.66
4272,2020,MISSOURI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.41,Real GDP,Obama 1,Barack Obama,2009-2013,4.3,1.07
4278,2020,MISSOURI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.41,Real GDP,Obama 2,Barack Obama,2013-2017,3.06,0.76
4284,2020,MISSOURI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.41,Real GDP,Trump,Donald Trump,2017-2021,6.52,1.62
4290,2020,MISSOURI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.8,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.41,Real GDP,Biden,Joe Biden,2021-2023,5.1,2.52
4296,2020,MONTANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.92,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.55,Real GDP,Obama 1,Barack Obama,2009-2013,10.2,2.46
4302,2020,MONTANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.92,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.55,Real GDP,Obama 2,Barack Obama,2013-2017,7.44,1.83
4308,2020,MONTANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.92,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.55,Real GDP,Trump,Donald Trump,2017-2021,9.97,2.44
4314,2020,MONTANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.92,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.55,Real GDP,Biden,Joe Biden,2021-2023,7.63,3.75
4320,2020,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.17,Real GDP,Obama 1,Barack Obama,2009-2013,11.4,2.76
4326,2020,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.17,Real GDP,Obama 2,Barack Obama,2013-2017,10.63,2.56
4332,2020,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.17,Real GDP,Trump,Donald Trump,2017-2021,9.51,2.33
4338,2020,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.22,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.17,Real GDP,Biden,Joe Biden,2021-2023,7.47,3.67
4344,2020,NEVADA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.06,"TRUMP, DONALD J.",REPUBLICAN,47.67,Real GDP,Obama 1,Barack Obama,2009-2013,3.03,0.75
4350,2020,NEVADA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.06,"TRUMP, DONALD J.",REPUBLICAN,47.67,Real GDP,Obama 2,Barack Obama,2013-2017,12.9,3.09
4356,2020,NEVADA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.06,"TRUMP, DONALD J.",REPUBLICAN,47.67,Real GDP,Trump,Donald Trump,2017-2021,11.81,2.98
4362,2020,NEVADA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.06,"TRUMP, DONALD J.",REPUBLICAN,47.67,Real GDP,Biden,Joe Biden,2021-2023,7.09,3.49
4368,2020,NEW HAMPSHIRE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.71,"TRUMP, DONALD J.",REPUBLICAN,45.36,Real GDP,Obama 1,Barack Obama,2009-2013,7.1,1.74
4374,2020,NEW HAMPSHIRE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.71,"TRUMP, DONALD J.",REPUBLICAN,45.36,Real GDP,Obama 2,Barack Obama,2013-2017,7.52,1.83
4380,2020,NEW HAMPSHIRE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.71,"TRUMP, DONALD J.",REPUBLICAN,45.36,Real GDP,Trump,Donald Trump,2017-2021,10.8,2.66
4386,2020,NEW HAMPSHIRE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.71,"TRUMP, DONALD J.",REPUBLICAN,45.36,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
4392,2020,NEW JERSEY,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.33,"TRUMP, DONALD J.",REPUBLICAN,41.4,Real GDP,Obama 1,Barack Obama,2009-2013,4.5,1.12
4398,2020,NEW JERSEY,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.33,"TRUMP, DONALD J.",REPUBLICAN,41.4,Real GDP,Obama 2,Barack Obama,2013-2017,3.35,0.83
4404,2020,NEW JERSEY,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.33,"TRUMP, DONALD J.",REPUBLICAN,41.4,Real GDP,Trump,Donald Trump,2017-2021,7.18,1.81
4410,2020,NEW JERSEY,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.33,"TRUMP, DONALD J.",REPUBLICAN,41.4,Real GDP,Biden,Joe Biden,2021-2023,4.97,2.45
4416,2020,NEW MEXICO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.29,"TRUMP, DONALD J.",REPUBLICAN,43.5,Real GDP,Obama 1,Barack Obama,2009-2013,-0.8,-0.2
4422,2020,NEW MEXICO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.29,"TRUMP, DONALD J.",REPUBLICAN,43.5,Real GDP,Obama 2,Barack Obama,2013-2017,3.45,0.86
4428,2020,NEW MEXICO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.29,"TRUMP, DONALD J.",REPUBLICAN,43.5,Real GDP,Trump,Donald Trump,2017-2021,8.27,2.05
4434,2020,NEW MEXICO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.29,"TRUMP, DONALD J.",REPUBLICAN,43.5,Real GDP,Biden,Joe Biden,2021-2023,9.32,4.58
4440,2020,NEW YORK,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,60.39,"TRUMP, DONALD J.",REPUBLICAN,37.46,Real GDP,Obama 1,Barack Obama,2009-2013,8.87,2.16
4446,2020,NEW YORK,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,60.39,"TRUMP, DONALD J.",REPUBLICAN,37.46,Real GDP,Obama 2,Barack Obama,2013-2017,8.19,1.99
4452,2020,NEW YORK,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,60.39,"TRUMP, DONALD J.",REPUBLICAN,37.46,Real GDP,Trump,Donald Trump,2017-2021,6.86,1.71
4458,2020,NEW YORK,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,60.39,"TRUMP, DONALD J.",REPUBLICAN,37.46,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.57
4464,2020,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.93,"BIDEN, JOSEPH R. JR",DEMOCRAT,48.59,Real GDP,Obama 1,Barack Obama,2009-2013,5.03,1.24
4470,2020,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.93,"BIDEN, JOSEPH R. JR",DEMOCRAT,48.59,Real GDP,Obama 2,Barack Obama,2013-2017,9.92,2.39
4476,2020,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.93,"BIDEN, JOSEPH R. JR",DEMOCRAT,48.59,Real GDP,Trump,Donald Trump,2017-2021,9.77,2.39
4482,2020,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.93,"BIDEN, JOSEPH R. JR",DEMOCRAT,48.59,Real GDP,Biden,Joe Biden,2021-2023,6.31,3.1
4488,2020,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.11,"BIDEN, JOSEPH R. JR",DEMOCRAT,31.76,Real GDP,Obama 1,Barack Obama,2009-2013,52.04,11.3
4494,2020,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.11,"BIDEN, JOSEPH R. JR",DEMOCRAT,31.76,Real GDP,Obama 2,Barack Obama,2013-2017,3.36,1.03
4500,2020,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.11,"BIDEN, JOSEPH R. JR",DEMOCRAT,31.76,Real GDP,Trump,Donald Trump,2017-2021,-0.2,0.02
4506,2020,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.11,"BIDEN, JOSEPH R. JR",DEMOCRAT,31.76,Real GDP,Biden,Joe Biden,2021-2023,6.96,3.51
4512,2020,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,53.27,"BIDEN, JOSEPH R. JR",DEMOCRAT,45.24,Real GDP,Obama 1,Barack Obama,2009-2013,9.45,2.29
4518,2020,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,53.27,"BIDEN, JOSEPH R. JR",DEMOCRAT,45.24,Real GDP,Obama 2,Barack Obama,2013-2017,8.15,1.98
4524,2020,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,53.27,"BIDEN, JOSEPH R. JR",DEMOCRAT,45.24,Real GDP,Trump,Donald Trump,2017-2021,5.87,1.48
4530,2020,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,53.27,"BIDEN, JOSEPH R. JR",DEMOCRAT,45.24,Real GDP,Biden,Joe Biden,2021-2023,2.8,1.39
4536,2020,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.37,"BIDEN, JOSEPH R. JR",DEMOCRAT,32.29,Real GDP,Obama 1,Barack Obama,2009-2013,12.26,2.95
4542,2020,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.37,"BIDEN, JOSEPH R. JR",DEMOCRAT,32.29,Real GDP,Obama 2,Barack Obama,2013-2017,9.34,2.3
4548,2020,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.37,"BIDEN, JOSEPH R. JR",DEMOCRAT,32.29,Real GDP,Trump,Donald Trump,2017-2021,0.83,0.24
4554,2020,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.37,"BIDEN, JOSEPH R. JR",DEMOCRAT,32.29,Real GDP,Biden,Joe Biden,2021-2023,7.1,3.56
4560,2020,OREGON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,56.45,"TRUMP, DONALD J.",REPUBLICAN,40.37,Real GDP,Obama 1,Barack Obama,2009-2013,7.15,1.75
4566,2020,OREGON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,56.45,"TRUMP, DONALD J.",REPUBLICAN,40.37,Real GDP,Obama 2,Barack Obama,2013-2017,18.95,4.44
4572,2020,OREGON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,56.45,"TRUMP, DONALD J.",REPUBLICAN,40.37,Real GDP,Trump,Donald Trump,2017-2021,10.99,2.67
4578,2020,OREGON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,56.45,"TRUMP, DONALD J.",REPUBLICAN,40.37,Real GDP,Biden,Joe Biden,2021-2023,4.64,2.3
4584,2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real GDP,Obama 1,Barack Obama,2009-2013,9.14,2.21
