state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
NEW JERSEY,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,2954,4549353
NEW JERSEY,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,2928,4549353
NEW JERSEY,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,2728,4549353
NEW MEXICO,2020,"HAWKINS, HOWIE",OTHER,GREEN,4426,923965
NEW MEXICO,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,12585,923965
NEW MEXICO,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,501614,923965
NEW MEXICO,2020,"TITTLE, SHEILA ""SAMM""",OTHER,CONSTITUTION PARTY,1806,923965
NEW MEXICO,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,401894,923965
NEW MEXICO,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,1640,923965
NEW YORK,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,5230985,8661735
NEW YORK,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,3244798,8661735
NEW YORK,2020,"HAWKINS, HOWIE",OTHER,GREEN,32753,8661735
NEW YORK,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,60234,8661735
NEW YORK,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,22587,8661735
NEW YORK,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,805,8661735
NEW YORK,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,376,8661735
NEW YORK,2020,"WELLS, KASEY",OTHER,INDEPENDENT,3,8661735
NEW YORK,2020,"COLLINS, PHIL",OTHER,PROHIBITION PARTY,9,8661735
NEW YORK,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,155,8661735
NEW YORK,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,20,8661735
NEW YORK,2020,"KISHORE, JOSEPH",OTHER,INDEPENDENT,28,8661735
NEW YORK,2020,"WEST, KANYE",OTHER,THE BIRTHDAY PARTY,1897,8661735
NEW YORK,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,43,8661735
NEW YORK,2020,"CHARLES, MARK",OTHER,INDEPENDENT,98,8661735
NORTH CAROLINA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2758773,5524802
NORTH CAROLINA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2684292,5524802
NORTH CAROLINA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,48678,5524802
NORTH CAROLINA,2020,"HAWKINS, HOWIE",OTHER,GREEN,12195,5524802
NORTH CAROLINA,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,7549,5524802
NORTH CAROLINA,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,119,5524802
NORTH DAKOTA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,235595,361819
NORTH DAKOTA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,114902,361819
NORTH DAKOTA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,9393,361819
OHIO,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,3154834,5922202
OHIO,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2679165,5922202
OHIO,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,67569,5922202
OHIO,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,3,5922202
OHIO,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,1450,5922202
OHIO,2020,"HAWKINS, HOWIE",OTHER,GREEN,18812,5922202
OHIO,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,212,5922202
OHIO,2020,"WELLS, KASEY",OTHER,INDEPENDENT,16,5922202
OKLAHOMA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1020280,1560699
OKLAHOMA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,503890,1560699
OKLAHOMA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,24731,1560699
OKLAHOMA,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,3654,1560699
OKLAHOMA,2020,"WEST, KANYE",OTHER,INDEPENDENT,5597,1560699
OKLAHOMA,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,2547,1560699
OREGON,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,958448,2374321
OREGON,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1340383,2374321
OREGON,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,41582,2374321
OREGON,2020,"HAWKINS, HOWIE",OTHER,PACIFIC GREEN,11831,2374321
OREGON,2020,"HUNTER, DARIO",OTHER,PROGRESSIVE PARTY,4988,2374321
PENNSYLVANIA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,3377674,6915283
PENNSYLVANIA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,3458229,6915283
PENNSYLVANIA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,79380,6915283
RHODE ISLAND,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,307486,516990
RHODE ISLAND,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,199922,516990
RHODE ISLAND,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,5053,516990
RHODE ISLAND,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,923,516990
RHODE ISLAND,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,847,516990
SOUTH CAROLINA,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,767,2514096
SOUTH CAROLINA,2020,"HAWKINS, HOWIE",OTHER,GREEN,6907,2514096
SOUTH CAROLINA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1385103,2514096
SOUTH CAROLINA,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,1862,2514096
SOUTH CAROLINA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,27916,2514096
SOUTH CAROLINA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1091541,2514096
SOUTH DAKOTA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,261043,422609
SOUTH DAKOTA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,150471,422609
SOUTH DAKOTA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,11095,422609
TENNESSEE,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1852475,3053851
TENNESSEE,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1143711,3053851
TENNESSEE,2020,"BLANKENSHIP, DON",OTHER,INDEPENDENT,5365,3053851
TENNESSEE,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,INDEPENDENT,1860,3053851
TENNESSEE,2020,"HAWKINS, HOWIE",OTHER,INDEPENDENT,4545,3053851
TENNESSEE,2020,"JORGENSEN, JO",OTHER,INDEPENDENT,29877,3053851
TENNESSEE,2020,"KENNEDY, ALYSON",OTHER,INDEPENDENT,2576,3053851
TENNESSEE,2020,"LA RIVA, GLORIA ESTELLA",OTHER,INDEPENDENT,2301,3053851
TENNESSEE,2020,"WEST, KANYE",OTHER,INDEPENDENT,10279,3053851
TENNESSEE,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,1,3053851
TENNESSEE,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,762,3053851
TENNESSEE,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,68,3053851
TEXAS,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,5890347,11315056
TEXAS,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,5259126,11315056
TEXAS,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,126243,11315056
TEXAS,2020,"HAWKINS, HOWIE",OTHER,GREEN,33396,11315056
TEXAS,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,2012,11315056
TEXAS,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,2785,11315056
TEXAS,2020,"CELLA, TODD",OTHER,INDEPENDENT,205,11315056
TEXAS,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,350,11315056
TEXAS,2020,"WELLS, KASEY",OTHER,INDEPENDENT,114,11315056
UTAH,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,2623,1488289
UTAH,2020,"WEST, KANYE",OTHER,THE BIRTHDAY PARTY,7213,1488289
UTAH,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,560282,1488289
UTAH,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,5551,1488289
UTAH,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,38447,1488289
UTAH,2020,"HAWKINS, HOWIE",OTHER,GREEN,5053,1488289
UTAH,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,1139,1488289
UTAH,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,865140,1488289
UTAH,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,368,1488289
UTAH,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,186,1488289
UTAH,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,6,1488289
VERMONT,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,242820,370968
VERMONT,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,112704,370968
VERMONT,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,3608,370968
VERMONT,2020,"HAWKINS, HOWIE",OTHER,GREEN,1310,370968
VERMONT,2020,"WEST, KANYE",OTHER,INDEPENDENT,1269,370968
VERMONT,2020,"PAIGE, BROOKE H.",OTHER,GRUMPY OLD PATRIOTS,1175,370968
VERMONT,2020,"LAFONTAINE, CHRISTOPHER",OTHER,INDEPENDENT,856,370968
VERMONT,2020,"DUNCAN, RICHARD",OTHER,INDEPENDENT,213,370968
VERMONT,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY,209,370968
VERMONT,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION,208,370968
VERMONT,2020,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS,195,370968
VERMONT,2020,"LA RIVA, GLORIA ESTELLA",OTHER,LIBERTY UNION,166,370968
VERMONT,2020,"SWING, GARY",OTHER,BOILING FROG,141,370968
VERMONT,2020,"COLLINS, PHIL",OTHER,PROHIBITION,137,370968
VERMONT,2020,"MCCORMIC, KEITH",OTHER,BULL MOOSE,126,370968
VERMONT,2020,"PIERCE, BROCK",OTHER,UNAFFILIATED,100,370968
VERMONT,2020,"SEGAL, JEROME M.",OTHER,BREAD AND ROSES,65,370968
VERMONT,2020,"HUBER, BLAKE",OTHER,APPROVAL VOTING,54,370968
VERMONT,2020,"KOPITKE, KYLE KENLEY",OTHER,INDEPENDENT,53,370968
VERMONT,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,48,370968
VERMONT,2020,"SCALF, ZACHARY",OTHER,INDEPENDENT,29,370968
VIRGINIA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2413568,4460524
VIRGINIA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1962430,4460524
VIRGINIA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,64761,4460524
WASHINGTON,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2369612,4087631
WASHINGTON,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1584651,4087631
WASHINGTON,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,80500,4087631
WASHINGTON,2020,"HAWKINS, HOWIE",OTHER,GREEN,18289,4087631
WASHINGTON,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,4840,4087631
WASHINGTON,2020,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS PARTY,2487,4087631
WEST VIRGINIA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,235984,794652
WEST VIRGINIA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,545382,794652
WEST VIRGINIA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,10687,794652
WEST VIRGINIA,2020,"HAWKINS, HOWIE",OTHER,GREEN,2599,794652
WISCONSIN,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1630866,3298041
WISCONSIN,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1610184,3298041
WISCONSIN,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,5146,3298041
WISCONSIN,2020,"JORGENSEN, JO",OTHER,INDEPENDENT,38491,3298041
WISCONSIN,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,5259,3298041
WISCONSIN,2020,"WELLS, KASEY",OTHER,INDEPENDENT,25,3298041
WISCONSIN,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,36,3298041
WISCONSIN,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,5,3298041
WISCONSIN,2020,"HAWKINS, HOWIE",OTHER,GREEN,1089,3298041
WISCONSIN,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,110,3298041
WISCONSIN,2020,"WEST, KANYE",OTHER,THE BIRTHDAY PARTY,411,3298041
WISCONSIN,2020,"CHARLES, MARK",OTHER,INDEPENDENT,52,3298041
WYOMING,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,73491,278503
WYOMING,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,193559,278503
WYOMING,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,5768,278503
WYOMING,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,2208,278503
