State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
Nevada,GDP,Trump,Donald Trump,2017-2021,23.59,5.66
Nevada,Per Capita Personal Income,Trump,Donald Trump,2017-2021,29.44,6.69
Nevada,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.44,6.26
Nevada,Total Employment,Trump,Donald Trump,2017-2021,7.42,1.93
New Hampshire,Real GDP,Trump,Donald Trump,2017-2021,10.8,2.66
New Hampshire,Real Personal Income,Trump,Donald Trump,2017-2021,22.95,5.31
New Hampshire,Real PCE,Trump,Donald Trump,2017-2021,11.64,2.89
New Hampshire,GDP,Trump,Donald Trump,2017-2021,22.07,5.19
New Hampshire,Per Capita Personal Income,Trump,Donald Trump,2017-2021,27.3,6.23
New Hampshire,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.73,5.89
New Hampshire,Total Employment,Trump,Donald Trump,2017-2021,1.38,0.38
New Jersey,Real GDP,Trump,Donald Trump,2017-2021,7.18,1.81
New Jersey,Real Personal Income,Trump,Donald Trump,2017-2021,14.35,3.42
New Jersey,Real PCE,Trump,Donald Trump,2017-2021,10.74,2.71
New Jersey,GDP,Trump,Donald Trump,2017-2021,17.85,4.28
New Jersey,Per Capita Personal Income,Trump,Donald Trump,2017-2021,23.23,5.37
New Jersey,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,23.64,5.45
New Jersey,Total Employment,Trump,Donald Trump,2017-2021,2.5,0.68
New Mexico,Real GDP,Trump,Donald Trump,2017-2021,8.27,2.05
New Mexico,Real Personal Income,Trump,Donald Trump,2017-2021,27.37,6.25
New Mexico,Real PCE,Trump,Donald Trump,2017-2021,16.78,4.11
New Mexico,GDP,Trump,Donald Trump,2017-2021,21.21,5.07
New Mexico,Per Capita Personal Income,Trump,Donald Trump,2017-2021,29.32,6.65
New Mexico,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,30.41,6.88
New Mexico,Total Employment,Trump,Donald Trump,2017-2021,-0.39,-0.07
New York,Real GDP,Trump,Donald Trump,2017-2021,6.86,1.71
New York,Real Personal Income,Trump,Donald Trump,2017-2021,10.61,2.56
New York,Real PCE,Trump,Donald Trump,2017-2021,6.1,1.6
New York,GDP,Trump,Donald Trump,2017-2021,18.38,4.36
New York,Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.22,5.16
New York,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,21.56,5.02
New York,Total Employment,Trump,Donald Trump,2017-2021,-1.33,-0.26
North Carolina,Real GDP,Trump,Donald Trump,2017-2021,9.77,2.39
North Carolina,Real Personal Income,Trump,Donald Trump,2017-2021,21.93,5.1
North Carolina,Real PCE,Trump,Donald Trump,2017-2021,15.45,3.69
North Carolina,GDP,Trump,Donald Trump,2017-2021,21.09,4.95
North Carolina,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.96,6.59
North Carolina,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,28.81,6.55
North Carolina,Total Employment,Trump,Donald Trump,2017-2021,6.73,1.66
North Dakota,Real GDP,Trump,Donald Trump,2017-2021,-0.2,0.02
North Dakota,Real Personal Income,Trump,Donald Trump,2017-2021,15.56,3.73
North Dakota,Real PCE,Trump,Donald Trump,2017-2021,4.08,1.05
North Dakota,GDP,Trump,Donald Trump,2017-2021,12.93,3.45
North Dakota,Per Capita Personal Income,Trump,Donald Trump,2017-2021,27.27,6.24
North Dakota,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.66,6.32
North Dakota,Total Employment,Trump,Donald Trump,2017-2021,-0.98,-0.23
Ohio,Real GDP,Trump,Donald Trump,2017-2021,5.87,1.48
Ohio,Real Personal Income,Trump,Donald Trump,2017-2021,14.0,3.36
Ohio,Real PCE,Trump,Donald Trump,2017-2021,6.7,1.68
Ohio,GDP,Trump,Donald Trump,2017-2021,17.08,4.1
Ohio,Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.34,5.62
Ohio,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,24.87,5.73
Ohio,Total Employment,Trump,Donald Trump,2017-2021,0.86,0.24
Oklahoma,Real GDP,Trump,Donald Trump,2017-2021,0.83,0.24
Oklahoma,Real Personal Income,Trump,Donald Trump,2017-2021,17.34,4.08
Oklahoma,Real PCE,Trump,Donald Trump,2017-2021,11.02,2.71
Oklahoma,GDP,Trump,Donald Trump,2017-2021,13.11,3.38
Oklahoma,Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.23,5.59
Oklahoma,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.33,5.82
Oklahoma,Total Employment,Trump,Donald Trump,2017-2021,0.85,0.22
Oregon,Real GDP,Trump,Donald Trump,2017-2021,10.99,2.67
Oregon,Real Personal Income,Trump,Donald Trump,2017-2021,21.44,5.01
Oregon,Real PCE,Trump,Donald Trump,2017-2021,11.38,2.8
Oregon,GDP,Trump,Donald Trump,2017-2021,22.22,5.19
Oregon,Per Capita Personal Income,Trump,Donald Trump,2017-2021,31.08,7.03
Oregon,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,31.44,7.1
Oregon,Total Employment,Trump,Donald Trump,2017-2021,1.71,0.45
Pennsylvania,Real GDP,Trump,Donald Trump,2017-2021,1.48,0.42
Pennsylvania,Real Personal Income,Trump,Donald Trump,2017-2021,16.93,4.0
Pennsylvania,Real PCE,Trump,Donald Trump,2017-2021,10.21,2.55
Pennsylvania,GDP,Trump,Donald Trump,2017-2021,11.95,2.95
Pennsylvania,Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.93,5.31
Pennsylvania,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,22.91,5.31
Pennsylvania,Total Employment,Trump,Donald Trump,2017-2021,-0.18,-0.0
Rhode Island,Real GDP,Trump,Donald Trump,2017-2021,3.46,0.89
Rhode Island,Real Personal Income,Trump,Donald Trump,2017-2021,16.11,3.83
Rhode Island,Real PCE,Trump,Donald Trump,2017-2021,10.96,2.69
Rhode Island,GDP,Trump,Donald Trump,2017-2021,14.39,3.47
Rhode Island,Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.76,5.7
Rhode Island,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,24.51,5.64
Rhode Island,Total Employment,Trump,Donald Trump,2017-2021,0.21,0.11
South Carolina,Real GDP,Trump,Donald Trump,2017-2021,9.25,2.27
South Carolina,Real Personal Income,Trump,Donald Trump,2017-2021,19.55,4.58
South Carolina,Real PCE,Trump,Donald Trump,2017-2021,13.95,3.34
South Carolina,GDP,Trump,Donald Trump,2017-2021,21.09,4.95
South Carolina,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.62,5.89
South Carolina,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,24.97,5.74
South Carolina,Total Employment,Trump,Donald Trump,2017-2021,6.46,1.6
South Dakota,Real GDP,Trump,Donald Trump,2017-2021,7.56,1.86
South Dakota,Real Personal Income,Trump,Donald Trump,2017-2021,24.2,5.68
South Dakota,Real PCE,Trump,Donald Trump,2017-2021,8.99,2.27
South Dakota,GDP,Trump,Donald Trump,2017-2021,22.03,5.18
South Dakota,Per Capita Personal Income,Trump,Donald Trump,2017-2021,35.68,7.98
South Dakota,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,35.78,7.98
South Dakota,Total Employment,Trump,Donald Trump,2017-2021,3.95,0.98
Tennessee,Real GDP,Trump,Donald Trump,2017-2021,12.61,3.07
Tennessee,Real Personal Income,Trump,Donald Trump,2017-2021,26.1,5.99
Tennessee,Real PCE,Trump,Donald Trump,2017-2021,17.34,4.15
Tennessee,GDP,Trump,Donald Trump,2017-2021,24.35,5.68
Tennessee,Per Capita Personal Income,Trump,Donald Trump,2017-2021,29.49,6.7
Tennessee,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,29.09,6.61
Tennessee,Total Employment,Trump,Donald Trump,2017-2021,6.58,1.63
Texas,Real GDP,Trump,Donald Trump,2017-2021,12.7,3.08
Texas,Real Personal Income,Trump,Donald Trump,2017-2021,18.12,4.27
Texas,Real PCE,Trump,Donald Trump,2017-2021,14.11,3.44
Texas,GDP,Trump,Donald Trump,2017-2021,25.29,6.03
Texas,Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.1,5.58
Texas,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,24.67,5.69
Texas,Total Employment,Trump,Donald Trump,2017-2021,8.46,2.08
Utah,Real GDP,Trump,Donald Trump,2017-2021,22.3,5.19
Utah,Real Personal Income,Trump,Donald Trump,2017-2021,38.28,8.47
Utah,Real PCE,Trump,Donald Trump,2017-2021,30.47,6.95
Utah,GDP,Trump,Donald Trump,2017-2021,35.15,7.89
Utah,Per Capita Personal Income,Trump,Donald Trump,2017-2021,35.19,7.86
Utah,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,32.09,7.22
Utah,Total Employment,Trump,Donald Trump,2017-2021,12.75,3.06
Vermont,Real GDP,Trump,Donald Trump,2017-2021,3.48,0.9
Vermont,Real Personal Income,Trump,Donald Trump,2017-2021,14.95,3.55
Vermont,Real PCE,Trump,Donald Trump,2017-2021,8.33,2.15
Vermont,GDP,Trump,Donald Trump,2017-2021,14.88,3.59
Vermont,Per Capita Personal Income,Trump,Donald Trump,2017-2021,21.61,5.02
Vermont,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,20.23,4.73
Vermont,Total Employment,Trump,Donald Trump,2017-2021,-3.38,-0.81
Virginia,Real GDP,Trump,Donald Trump,2017-2021,9.76,2.39
Virginia,Real Personal Income,Trump,Donald Trump,2017-2021,13.86,3.31
Virginia,Real PCE,Trump,Donald Trump,2017-2021,8.57,2.14
Virginia,GDP,Trump,Donald Trump,2017-2021,19.57,4.61
Virginia,Per Capita Personal Income,Trump,Donald Trump,2017-2021,23.18,5.37
Virginia,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,22.86,5.3
Virginia,Total Employment,Trump,Donald Trump,2017-2021,3.12,0.79
Washington,Real GDP,Trump,Donald Trump,2017-2021,19.52,4.59
Washington,Real Personal Income,Trump,Donald Trump,2017-2021,22.16,5.14
Washington,Real PCE,Trump,Donald Trump,2017-2021,12.85,3.14
Washington,GDP,Trump,Donald Trump,2017-2021,30.45,6.92
Washington,Per Capita Personal Income,Trump,Donald Trump,2017-2021,29.66,6.72
Washington,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,28.44,6.46
Washington,Total Employment,Trump,Donald Trump,2017-2021,3.21,0.83
West Virginia,Real GDP,Trump,Donald Trump,2017-2021,0.79,0.23
West Virginia,Real Personal Income,Trump,Donald Trump,2017-2021,10.44,2.53
West Virginia,Real PCE,Trump,Donald Trump,2017-2021,3.71,0.92
West Virginia,GDP,Trump,Donald Trump,2017-2021,15.14,3.75
West Virginia,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.65,5.89
West Virginia,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,26.58,6.08
West Virginia,Total Employment,Trump,Donald Trump,2017-2021,-2.72,-0.65
Wisconsin,Real GDP,Trump,Donald Trump,2017-2021,3.92,1.0
Wisconsin,Real Personal Income,Trump,Donald Trump,2017-2021,15.97,3.79
Wisconsin,Real PCE,Trump,Donald Trump,2017-2021,8.45,2.1
Wisconsin,GDP,Trump,Donald Trump,2017-2021,14.6,3.51
Wisconsin,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.15,5.79
Wisconsin,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.74,5.91
Wisconsin,Total Employment,Trump,Donald Trump,2017-2021,0.1,0.05
Wyoming,Real GDP,Trump,Donald Trump,2017-2021,-1.3,-0.26
Wyoming,Real Personal Income,Trump,Donald Trump,2017-2021,23.32,5.41
Wyoming,Real PCE,Trump,Donald Trump,2017-2021,16.49,3.94
Wyoming,GDP,Trump,Donald Trump,2017-2021,12.49,3.33
Wyoming,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.89,5.94
Wyoming,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,22.91,5.3
Wyoming,Total Employment,Trump,Donald Trump,2017-2021,5.22,1.31
United States,Real GDP,Biden,Joe Biden,2021-2023,5.47,2.7
United States,Real Personal Income,Biden,Joe Biden,2021-2023,-1.21,-0.57
United States,Real PCE,Biden,Joe Biden,2021-2023,5.64,2.78
United States,GDP,Biden,Joe Biden,2021-2023,17.06,8.21
United States,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.3,4.08
United States,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.83,4.4
United States,Total Employment,Biden,Joe Biden,2021-2023,6.71,3.3
Alabama,Real GDP,Biden,Joe Biden,2021-2023,4.98,2.46
Alabama,Real Personal Income,Biden,Joe Biden,2021-2023,-3.97,-1.99
Alabama,Real PCE,Biden,Joe Biden,2021-2023,1.25,0.63
Alabama,GDP,Biden,Joe Biden,2021-2023,17.27,8.3
Alabama,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.38,3.63
Alabama,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.08,3.53
Alabama,Total Employment,Biden,Joe Biden,2021-2023,6.15,3.03
Alaska,Real GDP,Biden,Joe Biden,2021-2023,5.06,2.58
Alaska,Real Personal Income,Biden,Joe Biden,2021-2023,1.44,0.72
Alaska,Real PCE,Biden,Joe Biden,2021-2023,8.07,3.97
Alaska,GDP,Biden,Joe Biden,2021-2023,15.46,7.56
Alaska,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.22,4.51
Alaska,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,9.25,4.53
Alaska,Total Employment,Biden,Joe Biden,2021-2023,5.47,2.7
Arizona,Real GDP,Biden,Joe Biden,2021-2023,6.93,3.41
Arizona,Real Personal Income,Biden,Joe Biden,2021-2023,-3.2,-1.55
Arizona,Real PCE,Biden,Joe Biden,2021-2023,3.12,1.55
Arizona,GDP,Biden,Joe Biden,2021-2023,19.69,9.41
Arizona,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.77,4.78
Arizona,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.87,5.36
Arizona,Total Employment,Biden,Joe Biden,2021-2023,7.29,3.58
Arkansas,Real GDP,Biden,Joe Biden,2021-2023,3.93,1.95
Arkansas,Real Personal Income,Biden,Joe Biden,2021-2023,2.56,1.27
Arkansas,Real PCE,Biden,Joe Biden,2021-2023,5.79,2.86
Arkansas,GDP,Biden,Joe Biden,2021-2023,15.94,7.69
Arkansas,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.06,4.43
Arkansas,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,9.69,4.75
Arkansas,Total Employment,Biden,Joe Biden,2021-2023,6.18,3.04
California,Real GDP,Biden,Joe Biden,2021-2023,3.0,1.49
California,Real Personal Income,Biden,Joe Biden,2021-2023,-5.58,-2.74
California,Real PCE,Biden,Joe Biden,2021-2023,5.28,2.61
California,GDP,Biden,Joe Biden,2021-2023,13.04,6.32
California,Per Capita Personal Income,Biden,Joe Biden,2021-2023,5.69,2.84
California,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.36,3.82
California,Total Employment,Biden,Joe Biden,2021-2023,6.21,3.06
Colorado,Real GDP,Biden,Joe Biden,2021-2023,7.53,3.7
Colorado,Real Personal Income,Biden,Joe Biden,2021-2023,3.44,1.7
Colorado,Real PCE,Biden,Joe Biden,2021-2023,8.87,4.34
Colorado,GDP,Biden,Joe Biden,2021-2023,18.79,9.01
Colorado,Per Capita Personal Income,Biden,Joe Biden,2021-2023,11.66,5.68
Colorado,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,12.82,6.22
Colorado,Total Employment,Biden,Joe Biden,2021-2023,6.38,3.14
Connecticut,Real GDP,Biden,Joe Biden,2021-2023,6.22,3.06
Connecticut,Real Personal Income,Biden,Joe Biden,2021-2023,-1.09,-0.42
Connecticut,Real PCE,Biden,Joe Biden,2021-2023,2.8,1.46
Connecticut,GDP,Biden,Joe Biden,2021-2023,16.55,7.96
Connecticut,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.01,4.89
Connecticut,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,11.18,5.54
Connecticut,Total Employment,Biden,Joe Biden,2021-2023,5.56,2.74
Delaware,Real GDP,Biden,Joe Biden,2021-2023,4.5,2.23
Delaware,Real Personal Income,Biden,Joe Biden,2021-2023,2.07,1.03
Delaware,Real PCE,Biden,Joe Biden,2021-2023,3.36,1.67
Delaware,GDP,Biden,Joe Biden,2021-2023,18.06,8.69
Delaware,Per Capita Personal Income,Biden,Joe Biden,2021-2023,12.11,5.89
Delaware,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,12.98,6.3
Delaware,Total Employment,Biden,Joe Biden,2021-2023,6.92,3.4
District of Columbia,Real GDP,Biden,Joe Biden,2021-2023,2.01,1.0
District of Columbia,Real Personal Income,Biden,Joe Biden,2021-2023,0.82,0.5
District of Columbia,Real PCE,Biden,Joe Biden,2021-2023,7.18,3.55
District of Columbia,GDP,Biden,Joe Biden,2021-2023,12.75,6.19
District of Columbia,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.22,4.52
District of Columbia,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,9.14,4.57
District of Columbia,Total Employment,Biden,Joe Biden,2021-2023,5.02,2.48
Florida,Real GDP,Biden,Joe Biden,2021-2023,10.44,5.1
Florida,Real Personal Income,Biden,Joe Biden,2021-2023,1.21,0.63
Florida,Real PCE,Biden,Joe Biden,2021-2023,7.78,3.82
Florida,GDP,Biden,Joe Biden,2021-2023,23.27,11.04
Florida,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.38,5.07
Florida,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,11.26,5.56
Florida,Total Employment,Biden,Joe Biden,2021-2023,9.66,4.72
Georgia,Real GDP,Biden,Joe Biden,2021-2023,5.47,2.7
Georgia,Real Personal Income,Biden,Joe Biden,2021-2023,-2.39,-1.19
Georgia,Real PCE,Biden,Joe Biden,2021-2023,5.0,2.47
Georgia,GDP,Biden,Joe Biden,2021-2023,17.9,8.6
Georgia,Per Capita Personal Income,Biden,Joe Biden,2021-2023,6.76,3.33
Georgia,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,6.87,3.45
Georgia,Total Employment,Biden,Joe Biden,2021-2023,7.5,3.69
Hawaii,Real GDP,Biden,Joe Biden,2021-2023,4.98,2.46
Hawaii,Real Personal Income,Biden,Joe Biden,2021-2023,0.59,0.36
Hawaii,Real PCE,Biden,Joe Biden,2021-2023,8.6,4.21
Hawaii,GDP,Biden,Joe Biden,2021-2023,18.06,8.67
Hawaii,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.37,4.11
Hawaii,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.46,4.23
Hawaii,Total Employment,Biden,Joe Biden,2021-2023,6.99,3.44
Idaho,Real GDP,Biden,Joe Biden,2021-2023,7.79,3.82
Idaho,Real Personal Income,Biden,Joe Biden,2021-2023,0.06,0.05
Idaho,Real PCE,Biden,Joe Biden,2021-2023,8.53,4.18
Idaho,GDP,Biden,Joe Biden,2021-2023,21.15,10.1
Idaho,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.16,3.52
Idaho,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.91,3.91
Idaho,Total Employment,Biden,Joe Biden,2021-2023,7.04,3.46
Illinois,Real GDP,Biden,Joe Biden,2021-2023,3.48,1.73
Illinois,Real Personal Income,Biden,Joe Biden,2021-2023,-0.79,-0.31
Illinois,Real PCE,Biden,Joe Biden,2021-2023,7.77,3.82
Illinois,GDP,Biden,Joe Biden,2021-2023,16.01,7.73
Illinois,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.37,4.11
Illinois,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.62,4.31
Illinois,Total Employment,Biden,Joe Biden,2021-2023,5.52,2.72
Indiana,Real GDP,Biden,Joe Biden,2021-2023,4.43,2.2
Indiana,Real Personal Income,Biden,Joe Biden,2021-2023,-2.33,-1.16
Indiana,Real PCE,Biden,Joe Biden,2021-2023,5.79,2.87
Indiana,GDP,Biden,Joe Biden,2021-2023,17.29,8.34
Indiana,Per Capita Personal Income,Biden,Joe Biden,2021-2023,6.93,3.41
Indiana,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,6.8,3.37
Indiana,Total Employment,Biden,Joe Biden,2021-2023,5.71,2.82
Iowa,Real GDP,Biden,Joe Biden,2021-2023,0.45,0.22
Iowa,Real Personal Income,Biden,Joe Biden,2021-2023,-1.22,-0.6
Iowa,Real PCE,Biden,Joe Biden,2021-2023,3.5,1.75
Iowa,GDP,Biden,Joe Biden,2021-2023,13.47,6.54
Iowa,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.85,3.87
Iowa,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.04,3.94
Iowa,Total Employment,Biden,Joe Biden,2021-2023,3.82,1.89
Kansas,Real GDP,Biden,Joe Biden,2021-2023,6.37,3.14
Kansas,Real Personal Income,Biden,Joe Biden,2021-2023,2.71,1.35
Kansas,Real PCE,Biden,Joe Biden,2021-2023,6.34,3.13
Kansas,GDP,Biden,Joe Biden,2021-2023,19.03,9.12
Kansas,Per Capita Personal Income,Biden,Joe Biden,2021-2023,12.02,5.84
Kansas,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,12.76,6.21
Kansas,Total Employment,Biden,Joe Biden,2021-2023,4.07,2.02
Kentucky,Real GDP,Biden,Joe Biden,2021-2023,4.32,2.14
Kentucky,Real Personal Income,Biden,Joe Biden,2021-2023,-4.32,-2.15
Kentucky,Real PCE,Biden,Joe Biden,2021-2023,2.8,1.39
Kentucky,GDP,Biden,Joe Biden,2021-2023,17.31,8.32
Kentucky,Per Capita Personal Income,Biden,Joe Biden,2021-2023,6.94,3.42
Kentucky,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,6.52,3.27
Kentucky,Total Employment,Biden,Joe Biden,2021-2023,6.0,2.96
Louisiana,Real GDP,Biden,Joe Biden,2021-2023,4.53,2.28
Louisiana,Real Personal Income,Biden,Joe Biden,2021-2023,-1.12,-0.47
Louisiana,Real PCE,Biden,Joe Biden,2021-2023,5.75,2.84
Louisiana,GDP,Biden,Joe Biden,2021-2023,17.86,8.6
Louisiana,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.07,3.5
Louisiana,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,6.67,3.36
Louisiana,Total Employment,Biden,Joe Biden,2021-2023,5.18,2.56
Maine,Real GDP,Biden,Joe Biden,2021-2023,5.7,2.81
Maine,Real Personal Income,Biden,Joe Biden,2021-2023,0.82,0.55
Maine,Real PCE,Biden,Joe Biden,2021-2023,6.61,3.33
Maine,GDP,Biden,Joe Biden,2021-2023,17.77,8.53
Maine,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.02,4.89
Maine,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.3,5.07
Maine,Total Employment,Biden,Joe Biden,2021-2023,4.77,2.36
Maryland,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
Maryland,Real Personal Income,Biden,Joe Biden,2021-2023,0.7,0.38
Maryland,Real PCE,Biden,Joe Biden,2021-2023,6.2,3.06
Maryland,GDP,Biden,Joe Biden,2021-2023,15.15,7.31
Maryland,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.13,4.47
Maryland,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.83,4.4
Maryland,Total Employment,Biden,Joe Biden,2021-2023,6.06,2.98
Massachusetts,Real GDP,Biden,Joe Biden,2021-2023,3.29,1.63
Massachusetts,Real Personal Income,Biden,Joe Biden,2021-2023,-3.59,-1.72
Massachusetts,Real PCE,Biden,Joe Biden,2021-2023,3.59,1.8
Massachusetts,GDP,Biden,Joe Biden,2021-2023,13.36,6.47
Massachusetts,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.1,3.98
Massachusetts,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.58,4.33
Massachusetts,Total Employment,Biden,Joe Biden,2021-2023,5.75,2.83
Michigan,Real GDP,Biden,Joe Biden,2021-2023,4.5,2.23
Michigan,Real Personal Income,Biden,Joe Biden,2021-2023,-2.91,-1.44
Michigan,Real PCE,Biden,Joe Biden,2021-2023,2.19,1.09
Michigan,GDP,Biden,Joe Biden,2021-2023,17.16,8.24
Michigan,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.43,3.66
Michigan,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.62,3.83
Michigan,Total Employment,Biden,Joe Biden,2021-2023,6.21,3.06
Minnesota,Real GDP,Biden,Joe Biden,2021-2023,3.43,1.7
Minnesota,Real Personal Income,Biden,Joe Biden,2021-2023,-2.61,-1.31
Minnesota,Real PCE,Biden,Joe Biden,2021-2023,4.62,2.29
Minnesota,GDP,Biden,Joe Biden,2021-2023,15.99,7.71
Minnesota,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.56,3.71
Minnesota,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.06,3.98
Minnesota,Total Employment,Biden,Joe Biden,2021-2023,5.01,2.47
Mississippi,Real GDP,Biden,Joe Biden,2021-2023,3.35,1.66
Mississippi,Real Personal Income,Biden,Joe Biden,2021-2023,-5.8,-2.84
Mississippi,Real PCE,Biden,Joe Biden,2021-2023,1.88,0.94
Mississippi,GDP,Biden,Joe Biden,2021-2023,16.32,7.87
Mississippi,Per Capita Personal Income,Biden,Joe Biden,2021-2023,5.94,2.95
Mississippi,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,5.91,2.99
Mississippi,Total Employment,Biden,Joe Biden,2021-2023,4.88,2.41
Missouri,Real GDP,Biden,Joe Biden,2021-2023,5.1,2.52
Missouri,Real Personal Income,Biden,Joe Biden,2021-2023,0.51,0.27
Missouri,Real PCE,Biden,Joe Biden,2021-2023,5.4,2.67
Missouri,GDP,Biden,Joe Biden,2021-2023,17.38,8.34
Missouri,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.53,5.14
Missouri,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.76,5.29
Missouri,Total Employment,Biden,Joe Biden,2021-2023,4.92,2.43
Montana,Real GDP,Biden,Joe Biden,2021-2023,7.63,3.75
Montana,Real Personal Income,Biden,Joe Biden,2021-2023,3.2,1.59
Montana,Real PCE,Biden,Joe Biden,2021-2023,7.39,3.64
Montana,GDP,Biden,Joe Biden,2021-2023,21.28,10.19
Montana,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.19,4.97
Montana,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.48,5.16
Montana,Total Employment,Biden,Joe Biden,2021-2023,5.93,2.92
Nebraska,Real GDP,Biden,Joe Biden,2021-2023,7.47,3.67
Nebraska,Real Personal Income,Biden,Joe Biden,2021-2023,3.94,1.95
Nebraska,Real PCE,Biden,Joe Biden,2021-2023,5.76,2.86
Nebraska,GDP,Biden,Joe Biden,2021-2023,20.19,9.64
Nebraska,Per Capita Personal Income,Biden,Joe Biden,2021-2023,12.31,5.98
Nebraska,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,13.11,6.38
Nebraska,Total Employment,Biden,Joe Biden,2021-2023,4.78,2.36
Nevada,Real GDP,Biden,Joe Biden,2021-2023,7.09,3.49
